codigo;capitulo;partida;descripcion;unidad;precio;categoria;subcategoria;coste_materiales;coste_mano_obra;coste_complementarios;coste_otros;rendimiento;desperdicio_pct;notas_tecnicas
CT-04-05-050;Fundaciones;Cabezal de pilotes de concreto armado.;Cabezal de concreto armado de resistencia 250 kg/cm2 que recibe y reparte la carga de la columna entre el grupo de pilotes, incluidos su encofrado, su vaciado, su vibrado y su curado. Incluye el replanteo sobre las cabezas descabezadas, el montaje y arriostramiento del encofrado, la comprobación de que las esperas de los pilotes quedan embebidas con la longitud de anclaje prevista, el vaciado por capas con vibrado, el desencofrado y el curado. No incluye el acero de refuerzo, que se valora por su peso. Medido en volumen teórico según las dimensiones de proyecto.;m3;231.70;Pilotes y fundaciones profundas;;158.14;17.38;1.76;0.95;3.850 h/m³;;Coste directo 178.23 USD + margen 30%
CT-05-01-010;Estructuras;Acero de refuerzo en columnas.;Suministro, corte, doblado, armado y colocación de acero de refuerzo en cabillas corrugadas de límite elástico 4.200 kg/cm2 en columnas, según los planos de despiece. El rendimiento por kilogramo es de los más bajos del acero de obra por el trabajo en vertical y por la cantidad de estribos. Incluye el corte y doblado de barras y estribos, el armado de la canasta con la separación de estribos indicada y su reducción en las zonas de confinamiento de los extremos, el amarre con alambre en todos los cruces, el solape con las esperas de la fundación o del nivel inferior respetando la longitud prevista, la colocación de separadores en las cuatro caras y el aplomado y arriostramiento del armado antes del encofrado. Medido en peso de acero realmente colocado.;kg;2.48;Concreto armado vaciado en sitio;;1.52;0.34;0.02;0.03;0.076 h/kg;;Coste directo 1.91 USD + margen 30%
CT-05-01-020;Estructuras;Encofrado y desencofrado de columna.;Encofrado de columna mediante paneles de madera con abrazaderas, puntales y arriostramiento, y su posterior desencofrado. Incluye el replanteo sobre el nivel, el montaje de los paneles alrededor del armado, el aplomado en las dos direcciones y su arriostramiento, la comprobación de la escuadría y del recubrimiento, la aplicación de desmoldeante, la previsión de la ventana de limpieza en la base, el desencofrado una vez alcanzada la resistencia y la limpieza y acopio de los paneles para su reutilización. Medido en superficie de encofrado en contacto con el concreto.;m2;17.25;Concreto armado vaciado en sitio;;7.29;5.85;0.13;0.00;1.300 h/m²;;Coste directo 13.27 USD + margen 30%
CT-05-01-030;Estructuras;Concreto para columna.;Concreto premezclado de resistencia 250 kg/cm2 vaciado en columna, incluida su compactación por vibrado y su curado. Incluye la limpieza del fondo del encofrado por la ventana prevista antes de cerrarla, la recepción y comprobación del concreto, el vaciado por capas de altura limitada empleando tubo de descarga para evitar la segregación por caída libre, la compactación con vibrador de aguja en cada capa sin tocar el armado, el enrase de la cabeza dejando la superficie rugosa para la junta con la viga superior, el desencofrado y el curado. Medido en volumen teórico según las dimensiones de proyecto.;m3;193.28;Concreto armado vaciado en sitio;;133.86;11.30;1.47;2.05;2.600 h/m³;;Coste directo 148.68 USD + margen 30%
CT-05-01-040;Estructuras;Acero de refuerzo en vigas.;Suministro, corte, doblado, armado y colocación de acero de refuerzo en cabillas corrugadas en vigas, según los planos de despiece. Incluye el corte y doblado de barras y estribos, el armado de la canasta con la separación de estribos indicada y su reducción en las zonas de confinamiento junto a los apoyos, la disposición del refuerzo superior sobre los apoyos y del inferior en el centro del vano conforme al diagrama de momentos, el amarre con alambre, la colocación de separadores, el anclaje en los nudos con las columnas y la revisión del despiece antes de autorizar el vaciado. Medido en peso de acero realmente colocado.;kg;2.43;Concreto armado vaciado en sitio;;1.51;0.31;0.02;0.03;0.070 h/kg;;Coste directo 1.87 USD + margen 30%
CT-05-01-050;Estructuras;Encofrado y desencofrado de viga.;Encofrado de viga mediante fondo y laterales de madera sobre puntales, con sus arriostramientos, y su posterior desencofrado. Es el encofrado más laborioso de la estructura por el apuntalamiento y la nivelación del fondo. Incluye el replanteo de la cota inferior, el montaje y nivelación del fondo sobre puntales con la contraflecha prevista, el montaje y aplomado de los laterales, la comprobación de sección y alineación, la aplicación de desmoldeante, el desencofrado escalonado retirando primero los laterales y manteniendo el fondo y los puntales hasta alcanzar la resistencia de proyecto, y la limpieza y acopio del material. Medido en superficie de encofrado en contacto con el concreto.;m2;20.02;Concreto armado vaciado en sitio;;8.77;6.48;0.15;0.00;1.440 h/m²;;Coste directo 15.40 USD + margen 30%
CT-05-01-060;Estructuras;Concreto para viga.;Concreto premezclado de resistencia 250 kg/cm2 vaciado en viga, incluida su compactación por vibrado y su curado. Incluye la revisión previa del armado, del apuntalamiento y del recubrimiento, la recepción y comprobación del concreto, el vaciado continuo evitando juntas frías y respetando la posición de las juntas de construcción previstas en el tercio central del vano, la compactación con vibrador de aguja, el reglado de la cara superior, el curado y el desapuntalamiento escalonado una vez alcanzada la resistencia. Medido en volumen teórico según las dimensiones de proyecto.;m3;189.76;Concreto armado vaciado en sitio;;132.44;10.32;1.45;1.76;2.400 h/m³;;Coste directo 145.97 USD + margen 30%
CT-05-01-070;Estructuras;Acero de refuerzo en pantalla o muro estructural.;Suministro, corte, doblado, armado y colocación de acero de refuerzo en cabillas corrugadas en pantalla o muro estructural de concreto armado, en dos parrillas verticales, según los planos de despiece. Incluye el corte y doblado, el armado de ambas parrillas con sus barras verticales y horizontales, la colocación de los ganchos o grapas de unión entre parrillas que impiden su separación durante el vaciado, el solape con las esperas del nivel inferior, la disposición de los refuerzos de borde y de los elementos de confinamiento en los extremos, la colocación de separadores en ambas caras y la revisión del despiece. Medido en peso de acero realmente colocado.;kg;2.34;Concreto armado vaciado en sitio;;1.49;0.26;0.02;0.03;0.060 h/kg;;Coste directo 1.80 USD + margen 30%
CT-05-01-080;Estructuras;Encofrado a dos caras de pantalla estructural.;Encofrado a dos caras de pantalla o muro estructural mediante paneles de madera con tirantes pasantes, puntales y arriostramientos, y su posterior desencofrado. Incluye el replanteo, el montaje y aplomado de la primera cara, la colocación de los tirantes y separadores de espesor, el cierre de la segunda cara tras la revisión del armado, el arriostramiento frente al empuje del concreto fresco, la aplicación de desmoldeante, el desencofrado y el sellado de los agujeros de los tirantes. Medido en superficie de encofrado en contacto con el concreto, contando ambas caras.;m2;17.21;Concreto armado vaciado en sitio;;7.71;5.40;0.13;0.00;1.200 h/m²;;Coste directo 13.24 USD + margen 30%
CT-05-01-090;Estructuras;Concreto para pantalla estructural.;Concreto premezclado de resistencia 250 kg/cm2 vaciado en pantalla o muro estructural, incluida su compactación por vibrado y su curado. Incluye la revisión previa del armado, del encofrado y de los recubrimientos, la recepción del concreto, el vaciado por capas de altura limitada y por puntos alternos para no descuadrar el encofrado, el empleo de tubo de descarga para evitar la segregación, la compactación con vibrador de aguja en cada capa, el curado prolongado y el desencofrado una vez alcanzada la resistencia. Medido en volumen teórico según las dimensiones de proyecto.;m3;190.50;Concreto armado vaciado en sitio;;132.34;9.28;1.45;3.47;2.200 h/m³;;Coste directo 146.54 USD + margen 30%
CT-05-02-010;Estructuras;Suministro y montaje de estructura metálica.;Suministro, izado y montaje de estructura metálica de acero formada por perfiles laminados, con sus cartelas, rigidizadores y elementos de conexión, montada mediante soldadura y tornillería estructural. Incluye la recepción y verificación del material contra los planos de taller, el replanteo y comprobación de la posición de las placas base, el izado con grúa y el presentado de las piezas, el aplomado y nivelación provisional mediante arriostramientos y tornillos de montaje, la ejecución de las uniones definitivas, la verificación geométrica del conjunto montado y la retirada de los elementos provisionales. No incluye la protección anticorrosiva ni la protección contra incendios. Medido en peso de estructura realmente montada.;kg;3.89;Estructura metálica;;2.01;0.43;0.03;0.52;0.096 h/kg;;Coste directo 2.99 USD + margen 30%
CT-05-02-020;Estructuras;Placa base con pernos de anclaje para columna metálica.;Placa base de acero con sus pernos de anclaje, cartelas y nivelación con grout de retracción compensada, para el apoyo de columna metálica sobre fundación de concreto. Incluye el replanteo preciso de la posición de los pernos, que es la operación crítica del conjunto porque un error aquí obliga a rehacer anclajes en concreto endurecido, la colocación de la plantilla de pernos antes del vaciado de la fundación o el anclaje químico posterior, el nivelado de la placa mediante cuñas o tuercas de nivelación, el relleno del espacio bajo la placa con grout fluido sin retracción, el apriete de tuercas al par especificado y la protección del conjunto. Medido por unidad realmente ejecutada.;ud;107.48;Estructura metálica;;64.50;15.40;0.82;1.96;3.200 h/ud;;Coste directo 82.68 USD + margen 30%
CT-05-02-030;Estructuras;Soldadura de conexiones estructurales en obra.;Ejecución de cordón de soldadura de conexión estructural en obra, con preparación de bordes, precalentamiento cuando el espesor lo requiera y limpieza entre pasadas. Incluye la limpieza y preparación de las superficies a unir con esmerilado hasta metal sano, el punteado y verificación de la posición antes del cordón definitivo, la ejecución de la soldadura en las pasadas necesarias según el espesor, la eliminación de escoria entre pasadas, la inspección visual del cordón terminado y el retoque de la protección anticorrosiva en la zona afectada por el calor. Medido en longitud de cordón realmente ejecutado.;m;8.35;Estructura metálica;;1.97;2.90;0.06;1.49;0.600 h/m;;Coste directo 6.42 USD + margen 30%
CT-05-02-040;Estructuras;Imprimación anticorrosiva de estructura metálica.;Preparación de la superficie y aplicación de dos manos de imprimación anticorrosiva sobre estructura metálica. La durabilidad del recubrimiento depende mucho más de la preparación previa que de la calidad de la pintura, de modo que el grado de limpieza alcanzado es lo determinante. Incluye la eliminación de óxido, calamina, grasa y restos de escoria mediante cepillo de púas y esmerilado, el desengrasado, la aplicación de la primera mano cubriendo aristas, cantos y zonas de difícil acceso que son las que primero fallan, el respeto del tiempo de repintado y la aplicación de la segunda mano. Medido en superficie realmente tratada, desarrollando todas las caras del perfil.;m2;6.20;Estructura metálica;;2.45;1.80;0.05;0.47;0.380 h/m²;;Coste directo 4.77 USD + margen 30%
